instant,dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category
233,2011-01-10,1,0,1,23,0,1,1,0.14,0.1515,0.59,0.1642,0,18,18,weekdays,Terlalu kering
234,2011-01-11,1,0,1,0,0,2,1,0.14,0.1667,0.59,0.1045,2,10,12,weekdays,Terlalu kering
235,2011-01-11,1,0,1,1,0,2,1,0.14,0.1515,0.59,0.1642,0,3,3,weekdays,Terlalu kering
236,2011-01-11,1,0,1,2,0,2,2,0.16,0.1515,0.55,0.194,0,3,3,weekdays,Terlalu kering
237,2011-01-11,1,0,1,5,0,2,2,0.16,0.1818,0.55,0.1343,0,6,6,weekdays,Terlalu kering
238,2011-01-11,1,0,1,6,0,2,2,0.16,0.1818,0.55,0.1343,0,27,27,weekdays,Terlalu kering
239,2011-01-11,1,0,1,7,0,2,2,0.16,0.2273,0.55,0.0,2,97,99,weekdays,Terlalu kering
240,2011-01-11,1,0,1,8,0,2,2,0.18,0.2121,0.51,0.0896,3,214,217,weekdays,Terlalu kering
241,2011-01-11,1,0,1,9,0,2,2,0.18,0.197,0.51,0.1642,3,127,130,weekdays,Terlalu kering
242,2011-01-11,1,0,1,10,0,2,2,0.2,0.2121,0.51,0.1642,3,51,54,weekdays,Terlalu kering
243,2011-01-11,1,0,1,11,0,2,2,0.2,0.2121,0.47,0.1343,4,31,35,weekdays,Terlalu kering
244,2011-01-11,1,0,1,12,0,2,2,0.2,0.2273,0.51,0.1045,2,55,57,weekdays,Terlalu kering
245,2011-01-11,1,0,1,13,0,2,2,0.2,0.2273,0.59,0.0896,6,46,52,weekdays,Terlalu kering
246,2011-01-11,1,0,1,14,0,2,2,0.2,0.2273,0.59,0.0896,3,60,63,weekdays,Terlalu kering
247,2011-01-11,1,0,1,15,0,2,2,0.16,0.197,0.8,0.0896,2,45,47,weekdays,Terlalu kering
248,2011-01-11,1,0,1,16,0,2,2,0.16,0.1515,0.86,0.2239,4,72,76,weekdays,Terlalu kering
249,2011-01-11,1,0,1,17,0,2,2,0.16,0.1515,0.86,0.2239,6,130,136,weekdays,Terlalu kering
250,2011-01-11,1,0,1,18,0,2,3,0.16,0.1818,0.93,0.1045,1,94,95,weekdays,Terlalu kering
251,2011-01-11,1,0,1,19,0,2,3,0.16,0.2273,0.93,0.0,0,51,51,weekdays,Terlalu kering
252,2011-01-11,1,0,1,20,0,2,3,0.16,0.1515,0.93,0.194,0,32,32,weekdays,Terlalu kering
253,2011-01-11,1,0,1,21,0,2,3,0.16,0.197,0.86,0.0896,0,20,20,weekdays,Terlalu kering
254,2011-01-11,1,0,1,22,0,2,3,0.16,0.1818,0.93,0.1045,1,28,29,weekdays,Terlalu kering
255,2011-01-11,1,0,1,23,0,2,3,0.16,0.197,0.93,0.0896,1,18,19,weekdays,Terlalu kering
256,2011-01-12,1,0,1,0,0,3,2,0.16,0.197,0.86,0.0896,0,7,7,weekdays,Terlalu kering
257,2011-01-12,1,0,1,1,0,3,2,0.16,0.1818,0.86,0.1045,0,6,6,weekdays,Terlalu kering
258,2011-01-12,1,0,1,2,0,3,1,0.14,0.1515,0.86,0.1343,0,1,1,weekdays,Terlalu kering
259,2011-01-12,1,0,1,5,0,3,1,0.14,0.1515,0.86,0.1642,0,5,5,weekdays,Terlalu kering
260,2011-01-12,1,0,1,6,0,3,1,0.12,0.1515,0.93,0.1343,0,16,16,weekdays,Terlalu kering
261,2011-01-12,1,0,1,7,0,3,1,0.14,0.1515,0.69,0.1343,0,54,54,weekdays,Terlalu kering
262,2011-01-12,1,0,1,8,0,3,1,0.16,0.1667,0.59,0.1642,3,125,128,weekdays,Terlalu kering
263,2011-01-12,1,0,1,9,0,3,1,0.16,0.1364,0.59,0.3284,3,78,81,weekdays,Terlalu kering
264,2011-01-12,1,0,1,10,0,3,1,0.18,0.1818,0.55,0.2239,0,39,39,weekdays,Terlalu kering
265,2011-01-12,1,0,1,11,0,3,1,0.2,0.1818,0.51,0.3881,3,32,35,weekdays,Terlalu kering
266,2011-01-12,1,0,1,12,0,3,1,0.2,0.1515,0.47,0.5821,3,52,55,weekdays,Terlalu kering
267,2011-01-12,1,0,1,13,0,3,1,0.22,0.197,0.44,0.3582,0,49,49,weekdays,Terlalu kering
268,2011-01-12,1,0,1,14,0,3,1,0.2,0.1818,0.47,0.3284,0,44,44,weekdays,Terlalu kering
269,2011-01-12,1,0,1,15,0,3,1,0.2,0.1667,0.47,0.4179,1,48,49,weekdays,Terlalu kering
270,2011-01-12,1,0,1,16,0,3,1,0.22,0.197,0.44,0.3284,5,63,68,weekdays,Terlalu kering
271,2011-01-12,1,0,1,17,0,3,1,0.2,0.1818,0.47,0.3582,0,139,139,weekdays,Terlalu kering
272,2011-01-12,1,0,1,18,0,3,1,0.2,0.1515,0.47,0.5224,2,135,137,weekdays,Terlalu kering
273,2011-01-12,1,0,1,19,0,3,1,0.18,0.1515,0.47,0.4179,1,82,83,weekdays,Terlalu kering
274,2011-01-12,1,0,1,20,0,3,1,0.16,0.1364,0.5,0.3284,2,54,56,weekdays,Terlalu kering
275,2011-01-12,1,0,1,21,0,3,1,0.16,0.1364,0.55,0.3284,0,57,57,weekdays,Terlalu kering
276,2011-01-12,1,0,1,22,0,3,1,0.16,0.1212,0.55,0.4478,1,32,33,weekdays,Terlalu kering
277,2011-01-12,1,0,1,23,0,3,1,0.14,0.1061,0.59,0.4179,1,19,20,weekdays,Terlalu kering
278,2011-01-13,1,0,1,0,0,4,1,0.14,0.1212,0.59,0.2836,1,6,7,weekdays,Terlalu kering
279,2011-01-13,1,0,1,1,0,4,1,0.14,0.1212,0.5,0.2836,0,2,2,weekdays,Terlalu kering
280,2011-01-13,1,0,1,2,0,4,1,0.14,0.1212,0.5,0.3582,0,2,2,weekdays,Terlalu kering
281,2011-01-13,1,0,1,3,0,4,1,0.14,0.1212,0.5,0.3284,0,3,3,weekdays,Terlalu kering
282,2011-01-13,1,0,1,4,0,4,1,0.14,0.1212,0.5,0.2537,0,4,4,weekdays,Terlalu kering
283,2011-01-13,1,0,1,5,0,4,1,0.14,0.1212,0.5,0.2985,0,3,3,weekdays,Terlalu kering
284,2011-01-13,1,0,1,6,0,4,1,0.12,0.1515,0.54,0.1343,0,28,28,weekdays,Terlalu kering
285,2011-01-13,1,0,1,7,0,4,1,0.12,0.1515,0.54,0.1343,0,72,72,weekdays,Terlalu kering
286,2011-01-13,1,0,1,8,0,4,1,0.14,0.1364,0.5,0.194,5,197,202,weekdays,Terlalu kering
287,2011-01-13,1,0,1,9,0,4,1,0.14,0.1212,0.5,0.3284,2,137,139,weekdays,Terlalu kering
288,2011-01-13,1,0,1,10,0,4,2,0.16,0.1364,0.5,0.3582,2,36,38,weekdays,Terlalu kering
289,2011-01-13,1,0,1,11,0,4,2,0.2,0.1667,0.44,0.4478,4,33,37,weekdays,Terlalu kering
290,2011-01-13,1,0,1,12,0,4,1,0.2,0.1667,0.44,0.4179,3,49,52,weekdays,Terlalu kering
291,2011-01-13,1,0,1,13,0,4,1,0.22,0.197,0.41,0.4478,2,81,83,weekdays,Terlalu kering
292,2011-01-13,1,0,1,14,0,4,1,0.22,0.197,0.41,0.3881,3,39,42,weekdays,Terlalu kering
293,2011-01-13,1,0,1,15,0,4,1,0.24,0.2121,0.38,0.2985,5,55,60,weekdays,Terlalu kering
294,2011-01-13,1,0,1,16,0,4,1,0.24,0.2121,0.38,0.3582,2,76,78,weekdays,Terlalu kering
295,2011-01-13,1,0,1,17,0,4,1,0.2,0.1818,0.4,0.2836,4,158,162,weekdays,Terlalu kering
296,2011-01-13,1,0,1,18,0,4,1,0.2,0.1818,0.4,0.3284,3,141,144,weekdays,Terlalu kering
297,2011-01-13,1,0,1,19,0,4,1,0.16,0.1515,0.47,0.2537,1,98,99,weekdays,Terlalu kering
298,2011-01-13,1,0,1,20,0,4,1,0.16,0.1515,0.47,0.2239,0,64,64,weekdays,Terlalu kering
299,2011-01-13,1,0,1,21,0,4,1,0.14,0.1212,0.46,0.2985,0,40,40,weekdays,Terlalu kering
300,2011-01-13,1,0,1,22,0,4,1,0.14,0.1212,0.46,0.3284,0,30,30,weekdays,Terlalu kering
301,2011-01-13,1,0,1,23,0,4,1,0.12,0.1364,0.5,0.194,1,14,15,weekdays,Terlalu kering
302,2011-01-14,1,0,1,0,0,5,1,0.12,0.1364,0.5,0.194,0,14,14,weekdays,Terlalu kering
303,2011-01-14,1,0,1,1,0,5,1,0.1,0.1212,0.54,0.1642,0,5,5,weekdays,Terlalu kering
304,2011-01-14,1,0,1,2,0,5,1,0.1,0.1212,0.54,0.1343,0,1,1,weekdays,Terlalu kering
305,2011-01-14,1,0,1,3,0,5,1,0.1,0.1364,0.54,0.1045,0,1,1,weekdays,Terlalu kering
306,2011-01-14,1,0,1,5,0,5,1,0.1,0.1364,0.54,0.0896,0,8,8,weekdays,Terlalu kering
307,2011-01-14,1,0,1,6,0,5,1,0.1,0.1818,0.54,0.0,0,17,17,weekdays,Terlalu kering
308,2011-01-14,1,0,1,7,0,5,1,0.1,0.1212,0.74,0.1642,0,70,70,weekdays,Terlalu kering
309,2011-01-14,1,0,1,8,0,5,1,0.12,0.1667,0.68,0.0,2,156,158,weekdays,Terlalu kering
310,2011-01-14,1,0,1,9,0,5,1,0.14,0.1515,0.69,0.1343,0,117,117,weekdays,Terlalu kering
311,2011-01-14,1,0,1,10,0,5,1,0.18,0.1818,0.55,0.194,4,40,44,weekdays,Terlalu kering
312,2011-01-14,1,0,1,11,0,5,1,0.18,0.1667,0.51,0.2836,6,47,53,weekdays,Terlalu kering
313,2011-01-14,1,0,1,12,0,5,1,0.2,0.197,0.44,0.2537,2,59,61,weekdays,Terlalu kering
314,2011-01-14,1,0,1,13,0,5,1,0.22,0.197,0.37,0.3881,4,73,77,weekdays,Terlalu kering
315,2011-01-14,1,0,1,14,0,5,1,0.22,0.2121,0.41,0.2836,5,59,64,weekdays,Terlalu kering
316,2011-01-14,1,0,1,15,0,5,1,0.24,0.2424,0.38,0.1642,9,59,68,weekdays,Terlalu kering
317,2011-01-14,1,0,1,16,0,5,1,0.22,0.2424,0.41,0.1045,3,87,90,weekdays,Terlalu kering
318,2011-01-14,1,0,1,17,0,5,1,0.22,0.2273,0.41,0.1642,4,155,159,weekdays,Terlalu kering
319,2011-01-14,1,0,1,18,0,5,1,0.2,0.2576,0.47,0.0,5,134,139,weekdays,Terlalu kering
320,2011-01-14,1,0,1,19,0,5,1,0.16,0.197,0.59,0.0896,3,89,92,weekdays,Terlalu kering
321,2011-01-14,1,0,1,20,0,5,1,0.18,0.2424,0.59,0.0,0,68,68,weekdays,Terlalu kering
322,2011-01-14,1,0,1,21,0,5,1,0.16,0.2273,0.69,0.0,4,48,52,weekdays,Terlalu kering
323,2011-01-14,1,0,1,22,0,5,2,0.16,0.2273,0.69,0.0,2,34,36,weekdays,Terlalu kering
324,2011-01-14,1,0,1,23,0,5,2,0.18,0.2424,0.55,0.0,1,26,27,weekdays,Terlalu kering
325,2011-01-15,1,0,1,0,0,6,1,0.18,0.2424,0.55,0.0,3,25,28,weekdays,Terlalu kering
326,2011-01-15,1,0,1,1,0,6,2,0.16,0.197,0.59,0.0896,2,18,20,weekdays,Terlalu kering
327,2011-01-15,1,0,1,2,0,6,2,0.16,0.197,0.59,0.0896,0,12,12,weekdays,Terlalu kering
328,2011-01-15,1,0,1,3,0,6,2,0.16,0.2273,0.59,0.0,1,7,8,weekdays,Terlalu kering
329,2011-01-15,1,0,1,4,0,6,2,0.16,0.2273,0.59,0.0,0,5,5,weekdays,Terlalu kering
330,2011-01-15,1,0,1,5,0,6,1,0.16,0.2273,0.59,0.0,0,1,1,weekdays,Terlalu kering
331,2011-01-15,1,0,1,6,0,6,1,0.14,0.1667,0.63,0.1045,1,2,3,weekdays,Terlalu kering
332,2011-01-15,1,0,1,7,0,6,1,0.14,0.2121,0.63,0.0,1,9,10,weekdays,Terlalu kering
333,2011-01-15,1,0,1,8,0,6,1,0.14,0.1515,0.63,0.1343,1,22,23,weekdays,Terlalu kering
334,2011-01-15,1,0,1,9,0,6,1,0.16,0.1818,0.64,0.1343,2,31,33,weekdays,Terlalu kering
335,2011-01-15,1,0,1,10,0,6,1,0.18,0.197,0.59,0.1642,2,57,59,weekdays,Terlalu kering
336,2011-01-15,1,0,1,11,0,6,1,0.2,0.197,0.55,0.2239,18,54,72,weekdays,Terlalu kering
337,2011-01-15,1,0,1,12,0,6,1,0.24,0.2273,0.48,0.2239,15,74,89,weekdays,Terlalu kering
338,2011-01-15,1,0,1,13,0,6,1,0.28,0.2576,0.38,0.2985,21,80,101,weekdays,Terlalu kering
339,2011-01-15,1,0,1,14,0,6,1,0.3,0.2879,0.39,0.2836,26,92,118,weekdays,Terlalu kering
340,2011-01-15,1,0,1,15,0,6,2,0.32,0.3182,0.36,0.194,21,108,129,weekdays,Terlalu kering
341,2011-01-15,1,0,1,16,0,6,2,0.34,0.3333,0.34,0.194,33,95,128,weekdays,Terlalu kering
342,2011-01-15,1,0,1,17,0,6,2,0.32,0.303,0.36,0.2836,29,54,83,weekdays,Terlalu kering
343,2011-01-15,1,0,1,18,0,6,2,0.3,0.2879,0.45,0.2537,15,69,84,weekdays,Terlalu kering
344,2011-01-15,1,0,1,19,0,6,2,0.32,0.303,0.39,0.2537,14,60,74,weekdays,Terlalu kering
345,2011-01-15,1,0,1,20,0,6,2,0.32,0.303,0.39,0.2537,6,35,41,weekdays,Terlalu kering
346,2011-01-15,1,0,1,21,0,6,2,0.32,0.303,0.39,0.2239,6,51,57,weekdays,Terlalu kering
347,2011-01-15,1,0,1,22,0,6,2,0.3,0.3182,0.42,0.1045,0,26,26,weekdays,Terlalu kering
348,2011-01-15,1,0,1,23,0,6,1,0.3,0.2879,0.45,0.2836,5,39,44,weekdays,Terlalu kering
349,2011-01-16,1,0,1,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,weekdays,Terlalu kering
350,2011-01-16,1,0,1,1,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,weekdays,Terlalu kering
351,2011-01-16,1,0,1,2,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,weekdays,Terlalu kering
352,2011-01-16,1,0,1,3,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,weekdays,Terlalu kering
353,2011-01-16,1,0,1,4,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,weekdays,Terlalu kering
354,2011-01-16,1,0,1,5,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,weekdays,Terlalu kering
355,2011-01-16,1,0,1,6,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,weekdays,Terlalu kering
356,2011-01-16,1,0,1,7,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,weekdays,Terlalu kering
357,2011-01-16,1,0,1,8,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,weekdays,Terlalu kering
358,2011-01-16,1,0,1,9,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,weekdays,Terlalu kering
359,2011-01-16,1,0,1,10,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,weekdays,Terlalu kering
360,2011-01-16,1,0,1,11,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,weekdays,Terlalu kering
361,2011-01-16,1,0,1,12,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,weekdays,Terlalu kering
362,2011-01-16,1,0,1,13,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,weekdays,Terlalu kering
363,2011-01-16,1,0,1,14,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,weekdays,Terlalu kering
364,2011-01-16,1,0,1,15,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,weekdays,Terlalu kering
365,2011-01-16,1,0,1,16,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,weekdays,Terlalu kering
366,2011-01-16,1,0,1,17,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,weekdays,Terlalu kering
367,2011-01-16,1,0,1,18,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,weekdays,Terlalu kering
368,2011-01-16,1,0,1,19,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,weekdays,Terlalu kering
369,2011-01-16,1,0,1,20,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,weekdays,Terlalu kering
370,2011-01-16,1,0,1,21,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,weekdays,Terlalu kering
371,2011-01-16,1,0,1,22,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,weekdays,Terlalu kering
372,2011-01-16,1,0,1,23,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,weekdays,Terlalu kering
373,2011-01-17,1,0,1,0,1,1,2,0.2,0.197,0.47,0.2239,1,16,17,weekdays,Terlalu kering
374,2011-01-17,1,0,1,1,1,1,2,0.2,0.197,0.44,0.194,1,15,16,weekdays,Terlalu kering
375,2011-01-17,1,0,1,2,1,1,2,0.18,0.1667,0.43,0.2537,0,8,8,weekdays,Terlalu kering
376,2011-01-17,1,0,1,3,1,1,2,0.18,0.1818,0.43,0.194,0,2,2,weekdays,Terlalu kering
377,2011-01-17,1,0,1,4,1,1,2,0.18,0.197,0.43,0.1343,1,2,3,weekdays,Terlalu kering
378,2011-01-17,1,0,1,5,1,1,2,0.18,0.197,0.43,0.1642,0,1,1,weekdays,Terlalu kering
379,2011-01-17,1,0,1,6,1,1,2,0.18,0.1818,0.43,0.194,0,5,5,weekdays,Terlalu kering
380,2011-01-17,1,0,1,7,1,1,2,0.16,0.1818,0.5,0.1343,4,9,13,weekdays,Terlalu kering
381,2011-01-17,1,0,1,8,1,1,2,0.16,0.1515,0.47,0.2239,3,30,33,weekdays,Terlalu kering
382,2011-01-17,1,0,1,9,1,1,2,0.16,0.1515,0.47,0.2239,8,39,47,weekdays,Terlalu kering
383,2011-01-17,1,0,1,10,1,1,2,0.16,0.1515,0.5,0.2537,7,50,57,weekdays,Terlalu kering
384,2011-01-17,1,0,1,11,1,1,2,0.16,0.1515,0.55,0.194,9,55,64,weekdays,Terlalu kering
385,2011-01-17,1,0,1,12,1,1,2,0.18,0.197,0.47,0.1343,10,70,80,weekdays,Terlalu kering
386,2011-01-17,1,0,1,13,1,1,2,0.18,0.197,0.47,0.1343,13,80,93,weekdays,Terlalu kering
387,2011-01-17,1,0,1,14,1,1,2,0.18,0.2121,0.43,0.1045,12,74,86,weekdays,Terlalu kering
388,2011-01-17,1,0,1,15,1,1,2,0.2,0.2121,0.47,0.1642,21,72,93,weekdays,Terlalu kering
389,2011-01-17,1,0,1,16,1,1,2,0.2,0.2121,0.47,0.1642,6,76,82,weekdays,Terlalu kering
390,2011-01-17,1,0,1,17,1,1,1,0.2,0.197,0.51,0.194,4,67,71,weekdays,Terlalu kering
391,2011-01-17,1,0,1,18,1,1,2,0.18,0.1667,0.55,0.2537,7,85,92,weekdays,Terlalu kering
392,2011-01-17,1,0,1,19,1,1,3,0.18,0.1818,0.59,0.194,2,58,60,weekdays,Terlalu kering
393,2011-01-17,1,0,1,20,1,1,3,0.16,0.1515,0.8,0.194,4,29,33,weekdays,Terlalu kering
394,2011-01-17,1,0,1,21,1,1,3,0.16,0.1515,0.8,0.194,3,24,27,weekdays,Terlalu kering
395,2011-01-17,1,0,1,22,1,1,3,0.14,0.1212,0.93,0.2537,0,13,13,weekdays,Terlalu kering
396,2011-01-17,1,0,1,23,1,1,3,0.16,0.1364,0.86,0.2836,1,3,4,weekdays,Terlalu kering
397,2011-01-18,1,0,1,12,0,2,2,0.2,0.1818,0.86,0.3284,0,3,3,weekdays,Terlalu kering
398,2011-01-18,1,0,1,13,0,2,2,0.2,0.197,0.86,0.2239,0,22,22,weekdays,Terlalu kering
399,2011-01-18,1,0,1,14,0,2,2,0.22,0.2273,0.8,0.1642,2,26,28,weekdays,Terlalu kering
400,2011-01-18,1,0,1,15,0,2,2,0.22,0.2273,0.87,0.1642,3,32,35,weekdays,Terlalu kering
401,2011-01-18,1,0,1,16,0,2,2,0.22,0.2273,0.87,0.194,0,61,61,weekdays,Terlalu kering
402,2011-01-18,1,0,1,17,0,2,2,0.22,0.2273,0.82,0.194,1,124,125,weekdays,Terlalu kering
403,2011-01-18,1,0,1,18,0,2,2,0.22,0.2273,0.8,0.1642,1,132,133,weekdays,Terlalu kering
404,2011-01-18,1,0,1,19,0,2,2,0.22,0.2273,0.8,0.1343,1,98,99,weekdays,Terlalu kering
405,2011-01-18,1,0,1,20,0,2,2,0.22,0.2727,0.87,0.0,0,83,83,weekdays,Terlalu kering
406,2011-01-18,1,0,1,21,0,2,2,0.22,0.2424,0.93,0.1045,0,41,41,weekdays,Terlalu kering
407,2011-01-18,1,0,1,22,0,2,2,0.22,0.2576,0.93,0.0896,0,33,33,weekdays,Terlalu kering
408,2011-01-18,1,0,1,23,0,2,2,0.22,0.2727,0.93,0.0,1,19,20,weekdays,Terlalu kering
409,2011-01-19,1,0,1,0,0,3,2,0.22,0.2727,0.93,0.0,0,3,3,weekdays,Terlalu kering
410,2011-01-19,1,0,1,1,0,3,3,0.22,0.2273,0.93,0.1343,1,6,7,weekdays,Terlalu kering
411,2011-01-19,1,0,1,2,0,3,3,0.22,0.2273,0.93,0.1343,0,3,3,weekdays,Terlalu kering
412,2011-01-19,1,0,1,4,0,3,3,0.22,0.2273,0.93,0.1343,1,1,2,weekdays,Terlalu kering
413,2011-01-19,1,0,1,5,0,3,2,0.22,0.2576,0.93,0.0896,0,7,7,weekdays,Terlalu kering
414,2011-01-19,1,0,1,6,0,3,2,0.22,0.2576,0.93,0.0896,0,32,32,weekdays,Terlalu kering
415,2011-01-19,1,0,1,7,0,3,2,0.24,0.2576,0.92,0.1045,1,89,90,weekdays,Terlalu kering
416,2011-01-19,1,0,1,8,0,3,2,0.24,0.2576,0.93,0.1045,1,196,197,weekdays,Terlalu kering
417,2011-01-19,1,0,1,9,0,3,2,0.24,0.2576,0.93,0.1045,2,107,109,weekdays,Terlalu kering
418,2011-01-19,1,0,1,10,0,3,2,0.26,0.2727,0.93,0.1343,1,46,47,weekdays,Terlalu kering
419,2011-01-19,1,0,1,11,0,3,2,0.28,0.303,0.87,0.0896,5,47,52,weekdays,Terlalu kering
420,2011-01-19,1,0,1,12,0,3,2,0.3,0.3182,0.81,0.0896,5,65,70,weekdays,Terlalu kering
421,2011-01-19,1,0,1,13,0,3,1,0.4,0.4091,0.62,0.2836,11,67,78,weekdays,Terlalu kering
422,2011-01-19,1,0,1,14,0,3,1,0.4,0.4091,0.58,0.2537,7,68,75,weekdays,Terlalu kering
423,2011-01-19,1,0,1,15,0,3,1,0.4,0.4091,0.54,0.2836,4,78,82,weekdays,Terlalu kering
424,2011-01-19,1,0,1,16,0,3,1,0.38,0.3939,0.58,0.3881,10,94,104,weekdays,Terlalu kering
425,2011-01-19,1,0,1,17,0,3,1,0.36,0.3333,0.57,0.3284,7,190,197,weekdays,Terlalu kering
426,2011-01-19,1,0,1,18,0,3,1,0.34,0.3182,0.61,0.2836,5,156,161,weekdays,Terlalu kering
427,2011-01-19,1,0,1,19,0,3,1,0.32,0.2879,0.57,0.4179,4,108,112,weekdays,Terlalu kering
428,2011-01-19,1,0,1,20,0,3,1,0.32,0.303,0.49,0.2985,2,74,76,weekdays,Terlalu kering
429,2011-01-19,1,0,1,21,0,3,1,0.32,0.2879,0.49,0.4179,4,55,59,weekdays,Terlalu kering
430,2011-01-19,1,0,1,22,0,3,1,0.3,0.303,0.52,0.1642,6,53,59,weekdays,Terlalu kering
431,2011-01-19,1,0,1,23,0,3,1,0.3,0.2727,0.52,0.4627,1,27,28,weekdays,Terlalu kering
432,2011-01-20,1,0,1,0,0,4,1,0.26,0.2273,0.56,0.3881,5,8,13,weekdays,Terlalu kering
433,2011-01-20,1,0,1,1,0,4,1,0.26,0.2727,0.56,0.0,2,3,5,weekdays,Terlalu kering
434,2011-01-20,1,0,1,2,0,4,1,0.26,0.2727,0.56,0.0,0,2,2,weekdays,Terlalu kering
435,2011-01-20,1,0,1,3,0,4,1,0.26,0.2576,0.56,0.1642,0,1,1,weekdays,Terlalu kering
436,2011-01-20,1,0,1,4,0,4,1,0.26,0.2576,0.56,0.1642,0,1,1,weekdays,Terlalu kering
437,2011-01-20,1,0,1,5,0,4,1,0.24,0.2273,0.6,0.2239,0,6,6,weekdays,Terlalu kering
438,2011-01-20,1,0,1,6,0,4,1,0.22,0.2121,0.6,0.2239,0,35,35,weekdays,Terlalu kering
439,2011-01-20,1,0,1,7,0,4,1,0.22,0.2121,0.55,0.2239,1,100,101,weekdays,Terlalu kering
440,2011-01-20,1,0,1,8,0,4,1,0.22,0.2121,0.55,0.2836,2,247,249,weekdays,Terlalu kering
441,2011-01-20,1,0,1,9,0,4,2,0.24,0.2273,0.52,0.2239,3,140,143,weekdays,Terlalu kering
442,2011-01-20,1,0,1,10,0,4,1,0.26,0.2273,0.48,0.2985,1,56,57,weekdays,Terlalu kering
443,2011-01-20,1,0,1,11,0,4,2,0.28,0.2727,0.45,0.1642,5,63,68,weekdays,Terlalu kering
444,2011-01-20,1,0,1,12,0,4,2,0.3,0.3333,0.42,0.0,7,77,84,weekdays,Terlalu kering
445,2011-01-20,1,0,1,13,0,4,2,0.28,0.2879,0.45,0.1045,12,86,98,weekdays,Terlalu kering
446,2011-01-20,1,0,1,14,0,4,2,0.3,0.303,0.45,0.1343,6,75,81,weekdays,Terlalu kering
447,2011-01-20,1,0,1,15,0,4,2,0.32,0.3182,0.45,0.194,8,62,70,weekdays,Terlalu kering
448,2011-01-20,1,0,1,16,0,4,2,0.3,0.303,0.49,0.1343,8,83,91,weekdays,Terlalu kering
449,2011-01-20,1,0,1,17,0,4,2,0.3,0.3182,0.49,0.1045,8,207,215,weekdays,Terlalu kering
450,2011-01-20,1,0,1,18,0,4,2,0.26,0.2576,0.56,0.194,1,184,185,weekdays,Terlalu kering
451,2011-01-20,1,0,1,19,0,4,1,0.26,0.2273,0.56,0.3284,6,146,152,weekdays,Terlalu kering
452,2011-01-20,1,0,1,20,0,4,2,0.26,0.2424,0.6,0.2836,2,124,126,weekdays,Terlalu kering
453,2011-01-20,1,0,1,21,0,4,2,0.24,0.2273,0.6,0.2537,3,54,57,weekdays,Terlalu kering
454,2011-01-20,1,0,1,22,0,4,2,0.24,0.2121,0.65,0.2836,0,56,56,weekdays,Terlalu kering
455,2011-01-20,1,0,1,23,0,4,2,0.24,0.2121,0.65,0.3284,3,28,31,weekdays,Terlalu kering
456,2011-01-21,1,0,1,0,0,5,2,0.24,0.2273,0.7,0.2537,1,20,21,weekdays,Terlalu kering
457,2011-01-21,1,0,1,1,0,5,2,0.24,0.2273,0.7,0.2537,0,6,6,weekdays,Terlalu kering
458,2011-01-21,1,0,1,2,0,5,3,0.24,0.2424,0.75,0.1642,0,2,2,weekdays,Terlalu kering
459,2011-01-21,1,0,1,3,0,5,3,0.22,0.2121,0.8,0.2985,0,1,1,weekdays,Terlalu kering
460,2011-01-21,1,0,1,4,0,5,2,0.22,0.2576,0.87,0.0896,0,1,1,weekdays,Terlalu kering
461,2011-01-21,1,0,1,5,0,5,1,0.24,0.197,0.6,0.4179,1,4,5,weekdays,Terlalu kering
462,2011-01-21,1,0,1,6,0,5,1,0.22,0.2121,0.55,0.2537,0,27,27,weekdays,Terlalu kering
463,2011-01-21,1,0,1,7,0,5,1,0.2,0.1818,0.51,0.2836,2,66,68,weekdays,Terlalu kering
464,2011-01-21,1,0,1,8,0,5,1,0.2,0.1818,0.47,0.3284,7,210,217,weekdays,Terlalu kering
465,2011-01-21,1,0,1,9,0,5,1,0.2,0.1818,0.51,0.3582,7,159,166,weekdays,Terlalu kering
